id,neighbourhood,LAT_LONG
657,East Harlem,"40.79567, -73.9366"
658,Upper West Side,"40.77728, -73.98062"
659,Hell's Kitchen,"40.76689, -73.98612"
660,SoHo,"40.71972, -73.99986"
661,SoHo,"40.72294, -73.99869"
662,Greenwich Village,"40.73405, -73.99725"
663,East Harlem,"40.78749, -73.9504"
664,Harlem,"40.8292, -73.94874"
665,Gramercy,"40.73409, -73.98559"
666,Upper East Side,"40.76263, -73.96881"
667,Marble Hill,"40.87665, -73.90855"
668,Kips Bay,"40.73879, -73.97994"
669,Financial District,"40.70776, -74.00477"
670,West Village,"40.73664, -74.00567"
671,Upper East Side,"40.78069, -73.95149"
672,Lower East Side,"40.71978, -73.98643"
673,Midtown,"40.74439, -73.98329"
674,Upper East Side,"40.77571, -73.94803"
675,Hell's Kitchen,"40.7627, -73.98837"
676,Greenwich Village,"40.72927, -74.00003"
677,Inwood,"40.87079, -73.91961"
678,Upper West Side,"40.78133, -73.98132"
679,West Village,"40.72994, -74.00456"
680,Financial District,"40.70861, -74.00479"
681,Harlem,"40.82461, -73.95269"
682,Upper East Side,"40.76141, -73.96376"
683,Lower East Side,"40.71875, -73.98349"
684,Nolita,"40.72057, -73.99462"
685,Murray Hill,"40.75017, -73.97684"
686,Chinatown,"40.71809, -73.99655"
687,Chinatown,"40.71582, -73.99902"
688,Lower East Side,"40.71969, -73.99287"
689,East Village,"40.7293, -73.98283"
690,Lower East Side,"40.71987, -73.98641"
691,East Harlem,"40.79491, -73.94162"
692,Hell's Kitchen,"40.7602, -73.998"
693,Chelsea,"40.74147, -73.99908"
694,East Village,"40.72872, -73.98098"
695,Chelsea,"40.74574, -73.99226"
696,Hell's Kitchen,"40.7616, -73.99368"
697,East Village,"40.72912, -73.97854"
698,East Harlem,"40.79339, -73.93784"
699,Upper East Side,"40.78171, -73.94617"
700,Theater District,"40.7575, -73.98728"
701,Lower East Side,"40.71526, -73.98484"
702,Hell's Kitchen,"40.76526, -73.99096"
703,East Village,"40.72249, -73.98145"
704,Kips Bay,"40.74365, -73.97928"
705,SoHo,"40.72527, -74.00043"
706,Upper West Side,"40.78627, -73.97112"
707,Chinatown,"40.71521, -73.99606"
708,SoHo,"40.72731, -74.00472"
709,Harlem,"40.80025, -73.95519"
710,SoHo,"40.72207, -73.99751"
711,Kips Bay,"40.73972, -73.97839"
712,Hell's Kitchen,"40.76232, -73.99285"
713,Midtown,"40.75893, -73.96751"
714,Financial District,"40.70333, -74.00959"
715,Harlem,"40.80724, -73.94739"
716,NoHo,"40.72773, -73.99134"
717,Midtown,"40.75238, -73.96653"
718,Chelsea,"40.73932, -73.99032"
719,Upper East Side,"40.77949, -73.94973"
720,Harlem,"40.82291, -73.95172"
721,East Village,"40.72475, -73.98345"
722,Lower East Side,"40.71571, -73.98699"
723,Washington Heights,"40.8392, -73.94216"
724,Washington Heights,"40.83892, -73.94265"
725,Roosevelt Island,"40.76168, -73.95059"
726,Hell's Kitchen,"40.76564, -73.98759"
727,Chinatown,"40.71672, -73.99184"
728,Harlem,"40.80044, -73.95139"
729,Upper East Side,"40.76982, -73.95697"
730,Harlem,"40.8242, -73.95106"
731,Washington Heights,"40.84427, -73.93742"
732,Kips Bay,"40.74053, -73.97874"
733,Lower East Side,"40.71937, -73.99202"
734,Midtown,"40.75454, -73.97083"
735,East Village,"40.72995, -73.98135"
736,West Village,"40.7341, -74.00434"
737,Harlem,"40.82086, -73.95119"
738,Midtown,"40.76003, -73.96969"
739,Hell's Kitchen,"40.75803, -73.99853"
740,Upper East Side,"40.77263, -73.95567"
741,Upper East Side,"40.77253, -73.95789"
742,Washington Heights,"40.83568, -73.94457"
743,Chelsea,"40.73924, -73.99825"
744,Upper East Side,"40.77608, -73.94665"
745,Harlem,"40.82291, -73.94256"
746,Tribeca,"40.71433, -74.01073"
747,Lower East Side,"40.71804, -73.98565"
748,Murray Hill,"40.74883, -73.9752"
749,Midtown,"40.75828, -73.96286"
750,Harlem,"40.80953, -73.9541"
751,East Village,"40.72759, -73.98619"
752,East Village,"40.72314, -73.98066"
753,Upper East Side,"40.77883, -73.95498"
754,Upper West Side,"40.78361, -73.9732"
755,Midtown,"40.76316, -73.98109"
756,Washington Heights,"40.84457, -73.94065"
757,Midtown,"40.75068, -73.98177"
758,East Village,"40.72428, -73.97957"
759,Upper West Side,"40.78663, -73.97844"
760,Inwood,"40.86794, -73.92792"
761,East Village,"40.72753, -73.98285"
762,Midtown,"40.75402, -73.96724"
763,Hell's Kitchen,"40.76629, -73.986"
764,Financial District,"40.70621, -74.01525"
765,Upper West Side,"40.78779, -73.96881"
766,Greenwich Village,"40.73016, -74.00137"
767,Hell's Kitchen,"40.7661, -73.99053"
768,Nolita,"40.72246, -73.99549"
769,Harlem,"40.80126, -73.95037"
770,SoHo,"40.72667, -74.00179"
771,Roosevelt Island,"40.76301, -73.94959"
772,Murray Hill,"40.7465, -73.97734"
773,Financial District,"40.70742, -74.01544"
774,Kips Bay,"40.74063, -73.98205"
775,Harlem,"40.80344, -73.95513"
776,Upper East Side,"40.76102, -73.96431"
777,Harlem,"40.81703, -73.9525"
778,Flatiron District,"40.74207, -73.99094"
779,Harlem,"40.82935, -73.94255"
780,Midtown,"40.7518, -73.97074"
781,Upper West Side,"40.77578, -73.98923"
782,Financial District,"40.7069, -74.01388"
783,East Village,"40.72935, -73.98056"
784,Harlem,"40.81835, -73.94138"
785,Hell's Kitchen,"40.76168, -73.99061"
786,West Village,"40.73009, -74.00222"
787,Washington Heights,"40.83901, -73.93802"
788,Financial District,"40.70747, -74.00436"
789,Harlem,"40.81882, -73.9468"
790,Upper East Side,"40.77134, -73.94832"
791,East Harlem,"40.80174, -73.93925"
792,Tribeca,"40.72274, -74.00807"
793,Harlem,"40.82044, -73.93605"
794,Upper East Side,"40.77681, -73.95123"
795,Washington Heights,"40.84594, -73.94039"
796,Upper East Side,"40.7608, -73.96032"
797,Hell's Kitchen,"40.76035, -73.99679"
798,Hell's Kitchen,"40.76148, -73.99489"
799,Murray Hill,"40.74544, -73.9748"
800,Washington Heights,"40.85529, -73.9398"
801,Upper West Side,"40.80088, -73.96194"
802,Upper East Side,"40.77462, -73.95461"
803,Harlem,"40.80474, -73.95527"
804,Harlem,"40.82166, -73.94635"
805,Harlem,"40.8236, -73.94743"
806,Upper East Side,"40.77223, -73.95082"
807,Hell's Kitchen,"40.76256, -73.9904"
808,SoHo,"40.72655, -74.00466"
809,Harlem,"40.80339, -73.95167"
810,Upper East Side,"40.76162, -73.96588"
811,Kips Bay,"40.74, -73.97936"
812,Midtown,"40.76459, -73.98167"
813,West Village,"40.73778, -74.00287"
814,Hell's Kitchen,"40.76543, -73.99154"
815,Lower East Side,"40.71835, -73.99138"
816,East Harlem,"40.8136, -73.93606"
817,Upper West Side,"40.79988, -73.9612"
818,Upper West Side,"40.77799, -73.9782"
819,Nolita,"40.72225, -73.99473"
820,Upper East Side,"40.76762, -73.95693"
821,Lower East Side,"40.71284, -73.99066"
822,Upper East Side,"40.78165, -73.94647"
823,Lower East Side,"40.70987, -73.98689"
824,Upper East Side,"40.76295, -73.95725"
825,Midtown,"40.76386, -73.97702"
826,Lower East Side,"40.72007, -73.98946"
827,Midtown,"40.76665, -73.98281"
828,SoHo,"40.72425, -74.00331"
829,Upper East Side,"40.77667, -73.95463"
830,West Village,"40.7383, -74.00131"
831,East Village,"40.72163, -73.98291"
832,East Harlem,"40.79873, -73.94052"
833,Nolita,"40.72347, -73.99302"
834,Hell's Kitchen,"40.75997, -73.99923"
835,Washington Heights,"40.85573, -73.93987"
836,Midtown,"40.75277, -73.96594"
837,East Village,"40.72576, -73.97908"
838,Inwood,"40.86755, -73.9287"
839,Midtown,"40.76423, -73.98187"
840,Midtown,"40.755, -73.96562"
841,Lower East Side,"40.72003, -73.98901"
842,Chelsea,"40.74197, -73.99702"
843,Chelsea,"40.74491, -73.99267"
844,Upper West Side,"40.7999, -73.95962"
845,East Village,"40.7334, -73.98801"
846,Washington Heights,"40.84502, -73.94078"
847,Hell's Kitchen,"40.76125, -73.98849"
848,Upper West Side,"40.77538, -73.98814"
849,Financial District,"40.70563, -74.01097"
850,East Village,"40.72229, -73.97901"
851,Harlem,"40.81398, -73.95213"
852,Upper East Side,"40.77564, -73.9533"
853,Harlem,"40.81617, -73.95371"
854,Lower East Side,"40.71258, -73.9901"
855,Kips Bay,"40.74238, -73.97652"
856,Harlem,"40.82359, -73.94433"
857,Washington Heights,"40.85487, -73.93777"
858,Hell's Kitchen,"40.76488, -73.98832"
859,Gramercy,"40.73683, -73.98191"
860,Upper East Side,"40.76637, -73.95345"
861,Hell's Kitchen,"40.76504, -73.98856"
862,Washington Heights,"40.85008, -73.94277"
863,Harlem,"40.81995, -73.95266"
864,East Village,"40.72828, -73.98801"
865,Murray Hill,"40.74417, -73.97206"
866,Hell's Kitchen,"40.76409, -73.99122"
867,Upper East Side,"40.76744, -73.96118"
868,East Village,"40.73177, -73.98691"
869,Upper West Side,"40.79215, -73.97108"
870,SoHo,"40.7253, -73.99916"
871,Greenwich Village,"40.73299, -73.99812"
872,Upper East Side,"40.77734, -73.95779"
873,Upper East Side,"40.77001, -73.95691"
874,Kips Bay,"40.74324, -73.97224"
875,Harlem,"40.81422, -73.94844"
876,Chelsea,"40.74149, -73.99701"
877,Harlem,"40.82789, -73.93812"
878,East Village,"40.72847, -73.98579"
879,Gramercy,"40.73348, -73.98562"
880,Tribeca,"40.71561, -74.00642"
881,Chinatown,"40.7155, -73.99198"
882,Upper East Side,"40.77065, -73.95163"
883,Hell's Kitchen,"40.76914, -73.98757"
884,East Harlem,"40.79848, -73.93908"
885,Upper West Side,"40.80172, -73.9656"
886,Chelsea,"40.75233, -73.9941"
887,SoHo,"40.72092, -74.00018"
888,Financial District,"40.70379, -74.00946"
889,Upper East Side,"40.76014, -73.96098"
890,Upper West Side,"40.79408, -73.9757"
891,Upper West Side,"40.79058, -73.97246"
892,East Village,"40.72774, -73.98857"
893,Financial District,"40.7044, -74.00851"
894,West Village,"40.73411, -74.00508"
895,Murray Hill,"40.75053, -73.97747"
896,East Village,"40.72296, -73.9776"
897,East Village,"40.73215, -73.98821"
898,East Harlem,"40.79601, -73.93454"
899,Midtown,"40.75628, -73.97072"
900,Harlem,"40.82245, -73.95104"
901,Harlem,"40.81863, -73.95748"
902,Harlem,"40.80015, -73.95483"
903,Midtown,"40.76381, -73.97314"
904,East Village,"40.722, -73.98396"
905,Nolita,"40.72246, -73.99552"
906,East Village,"40.72563, -73.98169"
907,Chelsea,"40.74526, -73.99545"
908,Harlem,"40.82509, -73.9522"
909,Morningside Heights,"40.80761, -73.95841"
910,Upper East Side,"40.78245, -73.94686"
911,Midtown,"40.75743, -73.96939"
912,Inwood,"40.86679, -73.92699"
913,Washington Heights,"40.84465, -73.93733"
914,SoHo,"40.72224, -74.00356"
915,Harlem,"40.80533, -73.95204"
916,West Village,"40.73123, -74.00591"
917,Tribeca,"40.71927, -74.00453"
918,Tribeca,"40.71798, -74.01253"
919,Tribeca,"40.71691, -74.00511"
920,Upper West Side,"40.79981, -73.96097"
921,Upper West Side,"40.79433, -73.97333"
922,Chelsea,"40.73719, -73.99336"
923,East Village,"40.72604, -73.98843"
924,Upper West Side,"40.78613, -73.9732"
925,East Village,"40.72434, -73.98047"
926,Upper West Side,"40.79771, -73.96323"
927,Tribeca,"40.72095, -74.00918"
928,East Harlem,"40.80732, -73.93775"
929,Hell's Kitchen,"40.76516, -73.9888"
930,Midtown,"40.75016, -73.96925"
931,West Village,"40.73364, -74.00539"
932,Murray Hill,"40.74677, -73.97846"
933,Murray Hill,"40.74872, -73.97701"
934,Upper West Side,"40.79071, -73.97408"
935,Harlem,"40.82302, -73.94477"
936,Greenwich Village,"40.72871, -74.00009"
937,East Harlem,"40.80965, -73.93912"
938,Upper West Side,"40.77848, -73.97996"
939,Hell's Kitchen,"40.76111, -73.99818"
940,East Village,"40.72412, -73.98891"
941,Murray Hill,"40.74601, -73.97823"
942,Upper West Side,"40.80378, -73.96619"
943,Greenwich Village,"40.72924, -74.00148"
944,Chelsea,"40.74314, -73.99898"
945,Washington Heights,"40.83416, -73.94375"
946,Chelsea,"40.74853, -73.99593"
947,East Village,"40.728, -73.97903"
948,Lower East Side,"40.72052, -73.98589"
949,Upper East Side,"40.78385, -73.94828"
950,Chelsea,"40.75088, -73.99951"
951,Midtown,"40.75821, -73.96313"
952,Inwood,"40.86699, -73.92689"
953,Greenwich Village,"40.7276, -74.00075"
954,Nolita,"40.72191, -73.99472"
955,Lower East Side,"40.72317, -73.99084"
956,Hell's Kitchen,"40.76078, -73.99683"
957,East Harlem,"40.80022, -73.94185"
958,East Village,"40.72647, -73.98379"
959,Hell's Kitchen,"40.76366, -73.98849"
960,East Harlem,"40.79745, -73.93834"
961,East Harlem,"40.79163, -73.94573"
962,Harlem,"40.82265, -73.94686"
963,West Village,"40.73201, -74.0032"
964,Harlem,"40.81963, -73.93879"
965,Greenwich Village,"40.72722, -73.99914"
966,Greenwich Village,"40.72926, -73.99968"
967,Upper East Side,"40.76505, -73.95824"
968,Lower East Side,"40.71934, -73.98196"
969,Hell's Kitchen,"40.76059, -73.99475"
970,Civic Center,"40.71715, -74.00368"
971,Two Bridges,"40.71143, -73.99557"
972,Gramercy,"40.73625, -73.98597"
973,Financial District,"40.70659, -74.00426"
974,West Village,"40.73666, -74.00691"
975,Gramercy,"40.73305, -73.98255"
976,Midtown,"40.74549, -73.99066"
977,Harlem,"40.81645, -73.94483"
978,Theater District,"40.76177, -73.98504"
979,Washington Heights,"40.8538, -73.93197"
980,Greenwich Village,"40.73158, -73.99254"
981,Lower East Side,"40.72135, -73.98391"
982,Murray Hill,"40.74899, -73.97301"
983,Harlem,"40.80748, -73.94869"
984,Midtown,"40.75498, -73.9903"
985,Theater District,"40.76164, -73.98594"
986,Murray Hill,"40.74433, -73.97416"
987,Midtown,"40.74305, -73.98368"
988,Upper West Side,"40.80356, -73.9698"
989,Chelsea,"40.74429, -73.99984"
990,Hell's Kitchen,"40.7589, -73.99015"
991,East Village,"40.72375, -73.98188"
992,Theater District,"40.76057, -73.98583"
993,Upper West Side,"40.77571, -73.97757"
994,Hell's Kitchen,"40.76561, -73.98387"
995,Harlem,"40.82553, -73.93875"
996,Hell's Kitchen,"40.76188, -73.99925"
997,Upper West Side,"40.78817, -73.98068"
998,Kips Bay,"40.745, -73.97942"
999,Lower East Side,"40.71323, -73.99063"
1000,Gramercy,"40.73272, -73.9852"
1001,Lower East Side,"40.72278, -73.98878"
1002,Harlem,"40.82823, -73.93925"
1003,East Village,"40.72449, -73.98384"
1004,Upper East Side,"40.7806, -73.95178"
1005,East Harlem,"40.79487, -73.93477"
1006,Murray Hill,"40.74652, -73.97637"
1007,East Village,"40.72152, -73.97999"
1008,Kips Bay,"40.73925, -73.98084"
1009,Harlem,"40.82096, -73.9531"
1010,Theater District,"40.76152, -73.98587"
1011,Hell's Kitchen,"40.76, -73.98972"
1012,Harlem,"40.81223, -73.94313"
1013,Midtown,"40.75979, -73.96463"
1014,Theater District,"40.76295, -73.98435"
1015,Upper West Side,"40.79527, -73.96666"
1016,Upper East Side,"40.77878, -73.95148"
1017,West Village,"40.73202, -74.00348"
1018,East Village,"40.73033, -73.98742"
1019,Financial District,"40.70787, -74.0078"
1020,Hell's Kitchen,"40.76458, -73.98686"
1021,Lower East Side,"40.72157, -73.98489"
1022,Hell's Kitchen,"40.76495, -73.98964"
1023,Upper West Side,"40.7771, -73.97729"
1024,Harlem,"40.83057, -73.94582"
1025,East Village,"40.72613, -73.98447"
1026,Murray Hill,"40.74526, -73.97679"
1027,Upper East Side,"40.78235, -73.95058"
1028,Harlem,"40.80951, -73.95347"
1029,East Harlem,"40.8032, -73.94004"
1030,Upper West Side,"40.78585, -73.97069"
1031,Harlem,"40.80508, -73.95088"
1032,Kips Bay,"40.74375, -73.97774"
1033,Murray Hill,"40.74469, -73.97443"
1034,Hell's Kitchen,"40.76086, -73.99964"
1035,Harlem,"40.82519, -73.9453"
1036,West Village,"40.73041, -74.00251"
1037,Harlem,"40.81118, -73.93977"
1038,Chelsea,"40.74403, -73.99581"
1039,Murray Hill,"40.74573, -73.97802"
1040,East Village,"40.72815, -73.98059"
1041,Upper East Side,"40.76703, -73.96979"
1042,Battery Park City,"40.71588, -74.01691"
1043,Upper East Side,"40.78521, -73.95006"
1044,Greenwich Village,"40.72951, -73.99997"
1045,Harlem,"40.82369, -73.94018"
1046,Harlem,"40.82958, -73.94184"
1047,Murray Hill,"40.74391, -73.97151"
1048,Gramercy,"40.73212, -73.98247"
1049,Hell's Kitchen,"40.76067, -73.99771"
1050,Lower East Side,"40.71339, -73.98926"
1051,Upper West Side,"40.79993, -73.96475"
1052,Hell's Kitchen,"40.75562, -73.99736"
1053,Upper West Side,"40.78032, -73.97812"
1054,Lower East Side,"40.72139, -73.9896"
1055,Upper East Side,"40.76996, -73.9576"
1056,Upper East Side,"40.77968, -73.95307"
1057,East Village,"40.72412, -73.98667"
1058,Upper West Side,"40.80014, -73.9637"
1059,Gramercy,"40.7355, -73.98"
1060,Upper West Side,"40.78818, -73.97057"
1061,Upper East Side,"40.77817, -73.94743"
1062,East Harlem,"40.7857, -73.94578"
1063,Hell's Kitchen,"40.7613, -73.99155"
1064,Kips Bay,"40.74472, -73.97932"
1065,Murray Hill,"40.74416, -73.9727"
1066,Chelsea,"40.74477, -74.00622"
1067,Theater District,"40.76351, -73.98431"
1068,Midtown,"40.74749, -73.9869"
1069,Hell's Kitchen,"40.7619, -73.99819"
1070,Upper East Side,"40.7739, -73.94782"
1071,Upper East Side,"40.77693, -73.95632"
1072,Chelsea,"40.75274, -73.99647"
1073,Upper East Side,"40.77619, -73.95325"
1074,Upper West Side,"40.79966, -73.96059"
1075,Washington Heights,"40.84064, -73.93727"
1076,East Village,"40.72468, -73.98996"
1077,Theater District,"40.75462, -73.9864"
1078,Upper West Side,"40.79467, -73.96923"
1079,Hell's Kitchen,"40.76722, -73.98568"
1080,Stuyvesant Town,"40.73379, -73.97754"
1081,Harlem,"40.80132, -73.95496"
1082,Washington Heights,"40.83556, -73.94609"
1083,Midtown,"40.74894, -73.98673"
1084,Upper West Side,"40.77714, -73.9881"
1085,Hell's Kitchen,"40.76192, -73.99698"
1086,Midtown,"40.75532, -73.9654"
1087,East Village,"40.72639, -73.98827"
1088,Hell's Kitchen,"40.76642, -73.99423"
1089,Upper West Side,"40.77705, -73.98118"
1090,East Village,"40.72998, -73.9839"
1091,Hell's Kitchen,"40.7682, -73.98467"
1092,Murray Hill,"40.74686, -73.97514"
1093,Nolita,"40.72261, -73.99333"
1094,Harlem,"40.82697, -73.95236"
1095,Theater District,"40.76179, -73.98399"
1096,Nolita,"40.72193, -73.99379"
1097,Harlem,"40.82918, -73.94857"
1098,Harlem,"40.80931, -73.9412"
1099,East Harlem,"40.80622, -73.93875"
1100,East Harlem,"40.79107, -73.94381"
1101,Gramercy,"40.73626, -73.98104"
1102,Chelsea,"40.74991, -73.98854"
1103,Harlem,"40.80306, -73.95308"
1104,East Village,"40.72638, -73.97752"
1105,Upper East Side,"40.77127, -73.95108"
1106,Financial District,"40.70776, -74.01514"
1107,Nolita,"40.72287, -73.99593"
1108,Greenwich Village,"40.73034, -73.99992"
1109,East Village,"40.7301, -73.98239"
1110,Midtown,"40.75352, -73.96807"
1111,Kips Bay,"40.74496, -73.97678"
1112,Chelsea,"40.74918, -74.00369"
1113,Upper East Side,"40.77828, -73.94768"
1114,Midtown,"40.76015, -73.96378"
1115,East Harlem,"40.78724, -73.9494"
1116,Midtown,"40.75216, -73.97351"
1117,Midtown,"40.74603, -73.98364"
1118,Harlem,"40.82716, -73.93953"
1119,Two Bridges,"40.71279, -73.99445"
1120,East Village,"40.72087, -73.97952"
1121,Hell's Kitchen,"40.75981, -73.99011"
1122,West Village,"40.73638, -74.00393"
1123,Midtown,"40.75903, -73.96287"
1124,Hell's Kitchen,"40.76402, -73.98694"
1125,Midtown,"40.74476, -73.98551"
1126,Midtown,"40.76132, -73.96612"
1127,Kips Bay,"40.74512, -73.98041"
1128,Nolita,"40.72159, -73.9962"
1129,Greenwich Village,"40.72699, -73.99933"
1130,Nolita,"40.72224, -73.99675"
1131,Washington Heights,"40.84454, -73.94188"
1132,Lower East Side,"40.71206, -73.98824"
1133,Midtown,"40.74819, -73.9856"
1134,Upper East Side,"40.77742, -73.94687"
1135,Upper West Side,"40.79918, -73.9622"
1136,Upper West Side,"40.77845, -73.98198"
1137,West Village,"40.73882, -74.00706"
1138,East Harlem,"40.78929, -73.94178"
1139,East Village,"40.72619, -73.99019"
1140,Nolita,"40.72217, -73.99481"
1141,Nolita,"40.72342, -73.99292"
1142,Upper East Side,"40.77424, -73.95322"
1143,Hell's Kitchen,"40.75548, -73.9951"
1144,Upper East Side,"40.77205, -73.95339"
1145,Chelsea,"40.74161, -74.00162"
1146,Hell's Kitchen,"40.76113, -73.98918"
1147,East Harlem,"40.79717, -73.93519"
1148,Hell's Kitchen,"40.76069, -73.99068"
1149,Theater District,"40.75817, -73.98886"
1150,Greenwich Village,"40.73388, -73.99452"
1151,West Village,"40.73362, -74.00923"
1152,Upper West Side,"40.78576, -73.97594"
1153,Upper West Side,"40.80015, -73.96159"
1154,Chelsea,"40.74482, -73.99917"
1155,Washington Heights,"40.8513, -73.93681"
1156,Lower East Side,"40.71936, -73.98878"
1157,Greenwich Village,"40.73095, -73.99413"
1158,Chelsea,"40.74505, -74.00298"
1159,Upper West Side,"40.79496, -73.97349"
1160,Hell's Kitchen,"40.76373, -73.9881"
1161,Gramercy,"40.73486, -73.98611"
1162,Murray Hill,"40.74636, -73.97561"
1163,Greenwich Village,"40.72985, -73.99938"
1164,SoHo,"40.7245, -74.00444"
1165,Kips Bay,"40.74241, -73.97954"
1166,Chinatown,"40.71682, -73.99574"
1167,East Harlem,"40.79524, -73.93429"
1168,Upper East Side,"40.76794, -73.95712"
1169,Washington Heights,"40.84359, -73.94134"
1170,Upper East Side,"40.76391, -73.95938"
